from_type;from_id;from_name;line_id;line_name;to_type;to_id;to_name;position_average;position;position_max;equipment_type
stop_point;463159;Châtelet;C01384;14;access_point;50147790;Rue de la Lingerie;Avant;2;8;
stop_point;21966;Châtelet;C01381;11;access_point;50147796;Rue des Lavandières;Avant;1;5;
stop_point;21959;Châtelet;C01384;14;access_point;50147799;15 avenue Victoria;Avant;2;8;
stop_point;463159;Châtelet;C01384;14;access_point;50147799;15 avenue Victoria;Arrière;6;8;Escalator
stop_point;22139;Saint-Sulpice;C01374;4;access_point;50147801;65 rue de Rennes;Arrière;6;6;
stop_point;22142;Réaumur - Sébastopol;C01374;4;access_point;50147817;Square Emile Chantemps;Avant;1;6;
stop_point;22135;Vavin;C01374;4;access_point;50147829;106 boulevard du Montparnasse;Arrière;6;6;
stop_point;462954;Gare Montparnasse;C01383;13;access_point;50147832;Maine Montparnasse;Avant;1;5;
stop_point;22144;Mouton-Duvernet;C01374;4;access_point;50147850;42 avenue du Général Leclerc;Avant;1;6;
stop_point;21950;Gambetta;C01373;3;access_point;50147895;Place Martin Nadaud;Avant;1;5;
stop_point;22122;Alexandre Dumas;C01372;2;access_point;50147948;111 boulevard de Charonne;Arrière;5;5;
stop_point;22083;Gare de Lyon;C01371;1;access_point;50147981;25 boulevard Diderot;Arrière;5;6;
stop_point;22376;Palais Royal - Musée du Louvre;C01377;7;access_point;50147991;Le Louvre des Antiquaires;Avant;2;5;
stop_point;22077;Porte de Vincennes;C01371;1;access_point;50148010;90 Cours de Vincennes;Arrière;6;6;
stop_point;463128;Bercy;C01376;6;access_point;50148043;48 Boulevard de Bercy;Arrière;5;5;
stop_point;24682;Place des Fêtes;C01387;7B;access_point;50148055;Rue de Crimée;Arrière;3;3;
stop_point;22393;Fort d'Aubervilliers;C01377;7;access_point;50148068;Av Jean Jaurès;Arrière;5;5;
stop_point;463145;Chaussée d'Antin - La Fayette;C01377;7;access_point;50148096;Rue La Fayette;Avant;1;5;
stop_point;463235;Porte d'Italie;C01377;7;access_point;50148130;190 avenue d' Italie;Avant;1;5;
stop_point;22189;Félix Faure;C01378;8;access_point;50148163;2 avenue Félix Faure;Avant;1;5;
stop_point;463177;École Militaire;C01378;8;access_point;50148169;Avenue Bosquet;Arrière;5;5;
stop_point;22185;Invalides;C01383;13;access_point;50148173;Rue Robert Esnault Pelterie;Arrière;5;5;
stop_point;463195;Ledru-Rollin;C01378;8;access_point;50148197;100 rue du Faubourg Saint-Antoine;Avant;1;5;
stop_point;22076;Reuilly - Diderot;C01371;1;access_point;50148203;116 boulevard Diderot;Avant;1;6;
stop_point;463166;Créteil - L'Échat;C01378;8;access_point;50148229;13 Rue Gustave Eiffel;Avant;1;5;
stop_point;463167;Créteil - Université;C01378;8;access_point;50148231;Route de Choisy;Arrière;4;5;
stop_point;474397;Miromesnil;C01383;13;access_point;50148287;29 rue de la Boétie;Arrière;4;5;
stop_point;22196;Richelieu - Drouot;C01378;8;access_point;50148291;Boulevard des Italiens;Arrière;4;5;
stop_point;21921;Richelieu - Drouot;C01379;9;access_point;50148296;16 boulevard des Italiens;Arrière;5;5;
stop_point;21909;Grands Boulevards;C01379;9;access_point;50148300;3 boulevard Montmartre;Arrière;5;5;
stop_point;21909;Grands Boulevards;C01379;9;access_point;50148301;27 boulevard Poissonnière;Arrière;5;5;
stop_point;21910;Saint-Ambroise;C01379;9;access_point;50148310;71 boulevard Voltaire;Avant;1;5;Ascenseur
stop_point;463299;Saint-Ambroise;C01379;9;access_point;50148311;55 boulevard Voltaire;Avant;1;5;
stop_point;21942;Robespierre;C01379;9;access_point;50148338;152 rue de Paris;Avant;1;5;
stop_point;21992;Rambuteau;C01381;11;access_point;50148396;20 rue Beaubourg;Avant;1;5;
stop_point;22199;République;C01378;8;access_point;50148406;1 rue René Boulanger;Avant;1;5;
stop_point;462963;République;C01379;9;access_point;50148407;13 place de la République;Arrière;5;5;
stop_point;22128;Belleville;C01372;2;access_point;50148416;130 boulevard de Belleville;Arrière;5;5;
stop_point;463111;Belleville;C01372;2;access_point;50148417;4 boulevard de la Villette;Avant;1;5;
stop_point;463261;Porte de Versailles;C01382;12;access_point;50148427;407 rue de Vaugirard;Arrière;5;5;
stop_point;22047;Vaugirard;C01382;12;access_point;50148433;283 rue de Vaugirard;Arrière;5;5;
stop_point;22222;Pernety;C01383;13;access_point;50148481;72 rue Raymond Losserand;Arrière;5;5;
stop_point;21921;Richelieu - Drouot;C01379;9;access_point;50148295;2 boulevard des Italiens;Arrière;5;5;Escalator
stop_point;21936;Maraîchers;C01379;9;access_point;50148331;65 rue des Pyrénées;Avant;1;5;
stop_point;21981;Gare d'Austerlitz;C01375;5;access_point;50148348;SNCF/RER C grandes lignes et banlieue;Avant;1;5;
stop_point;463201;La Motte-Picquet - Grenelle;C01378;8;access_point;50148368;67 avenue de la Motte-Picquet;Avant;1;5;
stop_point;463239;Michel-Ange - Molitor;C01379;9;access_point;50148387;34 rue Molitor;Avant;1;5;
stop_point;22199;République;C01378;8;access_point;50148405;14 place de la République;Avant;1;5;
stop_point;21996;Goncourt;C01381;11;access_point;50148408;135 avenue Parmentier;Arrière;5;5;
stop_point;22058;Convention;C01382;12;access_point;50148431;316 rue de Vaugirard;Arrière;4;5;
stop_point;21962;Gare Saint-Lazare;C01384;14;access_point;50148490;Galeries marchandes - Gare Saint-Lazare;Avant;3;8;
stop_point;462970;Gare Saint-Lazare;C01383;13;access_point;50148492;11-13 place du Havre;Avant;1;5;
stop_point;22228;Guy Môquet;C01383;13;access_point;50148500;68 avenue de Saint-Ouen;Avant;1;5;
stop_point;22234;Gabriel Péri;C01383;13;access_point;50148521;56 avenue Gabriel Péri;Arrière;4;5;
stop_point;22234;Gabriel Péri;C01383;13;access_point;50148522;Gare routière;Avant;2;5;Escalator
stop_point;463013;Charles de Gaulle - Etoile;C01371;1;access_point;50148549;2 avenue de la Grande Armée;Avant;1;6;
stop_point;22137;Saint-Michel Notre-Dame;C01374;4;access_point;50148605;Notre-Dame;Arrière;6;6;
stop_point;480286;Pont Cardinet;C01384;14;access_point;50148654;Rue Cardinet;Milieu;4;8;
stop_point;22089;Bastille;C01371;1;access_point;50148661;Place des Vosges;Avant;1;6;
stop_point;462972;Gare Saint-Lazare;C01384;14;access_point;50148663;14 rue du Havre;Milieu;4;8;Ascenseur
stop_point;462960;République;C01381;11;access_point;50148720;9 boulevard Saint-Martin;Arrière;4;5;
stop_point;462962;République;C01378;8;access_point;50148720;9 boulevard Saint-Martin;Arrière;5;5;
stop_point;21903;République;C01375;5;access_point;50148721;13 place de  la République;Avant;1;5;
stop_point;463222;Mairie de Montrouge;C01374;4;access_point;50148738;Parvis de l'église Saint-jacques;Avant;2;6;
stop_point;463022;Gare de l'Est;C01374;4;access_point;50148780;Place du 11 Novembre;Milieu;4;6;
stop_point;22161;Quai de la Gare;C01376;6;access_point;50148821;Avenue de France;Milieu;3;5;Ascenseur
stop_point;463045;Olympiades;C01384;14;access_point;50148854;Rue de Tolbiac;Arrière;8;8;Ascenseur
stop_point;480330;Mairie de Saint-Ouen;C01384;14;access_point;50148888;Rue Albert Dhalenne;Milieu;5;8;
stop_point;480531;Porte de Clichy;C01384;14;access_point;50148898;rue Fragonard;Avant;1;8;Escalator
stop_point;490841;Maison Blanche;C01384;14;access_point;50149931;r. de la Vistule;Milieu;5;8;Escalier
stop_point;490852;Thiais - Orly? (Pont de Rungis?);C01384;14;access_point;50149942;Entrée / Sortie;Avant;3;8;Ascenseur
stop_point;490908;Aéroport dOrly (Terminaux 1-2-3);C01384;14;access_point;50149982;Orly 4 - T7 - Cur d'Orly;Avant;1;8;Escalier
stop_point;490774;Saint-Denis - Pleyel;C01384;14;access_point;50149984;23 rue Pleyel;Milieu;5;8;Ascenseur
stop_point;490794;Saint-Denis - Pleyel;C01384;14;access_point;50149986;Place de Etoiles;Milieu;5;8;Ascenseur
stop_point;490848;Maison Blanche;C01384;14;access_point;50210354;av. d'Italie;Arrière;7;8;Escalier
stop_point;474065;Gare de Lyon;C01742;A;stop_point;21958;Gare de Lyon;Avant;1;10;
stop_point;473989;Châtelet les Halles;C01374;4;stop_point;21966;Châtelet;Milieu;4;6;
stop_point;473925;Auber;C01742;A;stop_point;22030;Opéra;Avant;1;10;
stop_point;473989;Châtelet les Halles;C01374;4;stop_point;22087;Châtelet;Milieu;4;6;
stop_point;473997;Denfert-Rochereau;C01743;B;stop_point;22158;Denfert-Rochereau;Milieu;4;8;
stop_point;473915;Saint-Michel Notre-Dame;C01743;B;stop_point;412816;Saint-Michel Notre-Dame;Avant;2;8;Escalator
stop_point;474065;Gare de Lyon;C01742;A;stop_point;41396;Gare de Lyon;Arrière;8;10;
stop_point;473916;Saint-Michel Notre-Dame;C01743;B;stop_point;462944;Cluny-La Sorbonne;Arrière;8;8;
stop_point;473924;Auber;C01742;A;stop_point;463189;Havre-Caumartin;Arrière;8;10;
stop_point;471102;Gare du Nord;C01743;B;access_point;50147778;18 rue de Dunkerque;Milieu;4;8;
stop_point;472757;Gare du Nord;C01743;B;access_point;50147778;18 rue de Dunkerque;Milieu;4;8;
stop_point;472111;Gare du Nord;C01743;B;access_point;50147779;Rue du Faubourg St Denis;Milieu;4;8;
stop_point;474053;Nanterre Université;C01742;A;access_point;50148544;Rue de la Folie;Arrière;8;10;
stop_point;473993;Châtelet les Halles;C01374;4;access_point;50148558;Forum des Halles Centre G. Pompidou;Milieu;4;6;
stop_point;474000;Vincennes;C01742;A;access_point;50148570;5 avenue Aubert;Arrière;8;10;
stop_point;473908;Luxembourg;C01743;B;access_point;50148609;69 Boulevard Saint-Michel;Avant;1;8;
stop_point;473908;Luxembourg;C01743;B;access_point;50148610;Rue de l'Abbé de l'Epée;Arrière;8;8;
stop_point;474019;Sceaux;C01743;B;access_point;50148623;Rue Jean-Louis Sinet;Avant;1;8;
stop_point;474012;Saint-Rémy-lès-Chevreuse;C01743;B;access_point;50148648;2 rue Ditte;Milieu;4;8;
stop_point;473990;Châtelet les Halles;C01374;4;access_point;50148652;Place Marguerite de Navarre;Milieu;4;6;
stop_point;474062;Gare de Lyon;C01742;A;access_point;50148653;Place Louis Armand;7;7;10;
stop_point;474052;Nanterre Préfecture;C01742;A;access_point;50148803;Boulevard de Pesaro;Avant;4;10;
stop_point;473935;La Défense;C01742;A;access_point;50148844;Parvis de la Défense;Avant;1;10;Ascenseur
stop_point;462962;République;C01378;8;stop_point;21918;République;Milieu;3;5;
stop_point;22199;République;C01378;8;stop_point;21937;République;Milieu;3;5;
stop_point;22386;Jussieu;C01377;7;stop_point;21968;Jussieu;Milieu;3;5;
stop_point;22168;Place d'Italie;C01376;6;stop_point;22006;Place d'Italie;Arrière;5;5;
stop_point;462955;Gare Montparnasse;C01376;6;stop_point;22038;Montparnasse-Bienvenue;Arrière;5;5;
stop_point;462980;Gare Montparnasse;C01382;12;stop_point;22143;Montparnasse-Bienvenue;Avant;1;5;
stop_point;22156;Gare Montparnasse;C01376;6;stop_point;22157;Montparnasse-Bienvenue;Milieu;3;5;
stop_point;463169;Daumesnil;C01376;6;stop_point;22184;Daumesnil (Félix Eboué);Avant;1;5;
stop_point;463193;La Défense;C01371;1;stop_point;60638;La Défense (Grande Arche);Avant;1;6;
stop_point;22078;Neuilly Porte Maillot;C01371;1;stop_point;41131;Neuilly Porte Maillot;Arrière;6;6;
stop_point;462970;Gare Saint-Lazare;C01383;13;stop_point;462969;Saint-Lazare;Avant;1;5;Escalator
stop_point;21963;Gare Saint-Lazare;C01373;3;stop_point;462972;Saint-Lazare;Avant;1;5;Ascenseur
stop_point;22006;Place d'Italie;C01375;5;stop_point;463026;Place d'Italie;Avant;1;5;
stop_point;463036;Richelieu - Drouot;C01379;9;stop_point;463037;Richelieu-Drouot;Avant;1;5;
stop_point;22118;Jaurès;C01372;2;stop_point;463074;Jaurès;Avant;2;5;Ascenseur
stop_point;462981;Jaurès;C01372;2;stop_point;463095;Jaurès;Arrière;4;5;Ascenseur
stop_point;463145;Chaussée d'Antin - La Fayette;C01377;7;stop_point;463144;Chaussée d'Antin (La Fayette);Avant;1;5;
stop_point;22364;Châtelet;C01377;7;stop_point;463159;Châtelet;Avant;1;5;
stop_point;21966;Châtelet;C01381;11;stop_point;463160;Châtelet;Avant;1;5;
stop_point;463199;Invalides;C01378;8;stop_point;463198;Invalides;Avant;1;5;
stop_point;22195;Opéra;C01378;8;stop_point;463245;Opéra;Avant;1;5;
stop_point;21920;Strasbourg - Saint-Denis;C01379;9;stop_point;463312;Strasbourg-Saint-Denis;Avant;1;5;
stop_point;22137;Saint-Michel Notre-Dame;C01374;4;stop_point;473916;Saint-Michel Notre-Dame;Arrière;6;6;
stop_point;22243;Mairie de Saint-Ouen;C01383;13;stop_point;480290;Mairie de Saint-Ouen;Milieu;3;5;
stop_point;463019;Bastille;C01371;1;access_point;50147742;Boulevard Richard Lenoir;Arrière;6;6;
stop_point;22387;Gare de l'Est;C01377;7;access_point;50147777;Rue du Faubourg Saint-Martin;Milieu;3;5;
stop_point;463159;Châtelet;C01384;14;access_point;50147792;5 rue Saint-Denis;Arrière;6;8;Escalator
stop_point;462979;Château d'Eau;C01374;4;access_point;50147802;51-53 boulevard de Strasbourg;Avant;1;6;
stop_point;22013;Gare de l'Est;C01375;5;access_point;50147803;93 boulevard de Strasbourg;Avant;2;5;
stop_point;22142;Réaumur - Sébastopol;C01374;4;access_point;50147818;68 rue Réaumur;Arrière;6;6;
stop_point;463092;Porte d'Orléans;C01374;4;access_point;50147844;Avenue Ernest Reyer;Arrière;6;6;
stop_point;22144;Mouton-Duvernet;C01374;4;access_point;50147852;36 avenue du Général Leclerc;Milieu;3;6;
stop_point;463291;Raspail;C01374;4;access_point;50147857;233 boulevard Raspail;Avant;1;6;
stop_point;22021;Péreire Levallois;C01373;3;access_point;50147858;Square Albert Besnard;Arrière;5;5;
stop_point;21962;Gare Saint-Lazare;C01384;14;access_point;50147869;Cour de Rome;Milieu;5;8;Ascenseur
stop_point;463092;Porte d'Orléans;C01374;4;access_point;50147871;140 avenue du Général Leclerc;Arrière;6;6;
stop_point;463092;Porte d'Orléans;C01374;4;access_point;50147872;134-136 boulevard Brune;Arrière;6;6;
stop_point;463188;Havre - Caumartin;C01379;9;access_point;50147875;bd Haussmann;Arrière;5;5;
stop_point;463189;Havre - Caumartin;C01373;3;access_point;50147875;bd Haussmann;Milieu;3;5;
stop_point;21945;Gambetta;C01386;3B;access_point;50147893;Hôpital Tenon;Arrière;3;3;
stop_point;463188;Havre - Caumartin;C01379;9;access_point;50147905;Rue Auber;Arrière;5;5;
stop_point;463266;Ternes;C01372;2;access_point;50147908;3 place des Ternes;Arrière;4;5;
stop_point;22117;Monceau;C01372;2;access_point;50147937;1 Place de la République Dominicaine;Arrière;5;5;
stop_point;22126;Couronnes;C01372;2;access_point;50147952;Belleville (37 boulevard de);Arrière;5;5;
stop_point;22099;Pont de Neuilly;C01371;1;access_point;50147965;209 avenue Charles de Gaulle;Avant;1;6;
stop_point;463046;Gare de Lyon;C01384;14;access_point;50147981;25 boulevard Diderot;Milieu;4;8;Ascenseur
stop_point;22103;Saint-Mandé;C01371;1;access_point;50148004;168 bis avenue de Paris;Avant;1;6;
stop_point;22030;Opéra;C01373;3;access_point;50148103;Place de l' Opéra;Avant;1;5;
stop_point;22398;Le Kremlin-Bicêtre;C01377;7;access_point;50148145;Hôpital Kremlin Bicêtre;Milieu;3;5;Escalator
stop_point;22186;Balard;C01378;8;access_point;50148156;151 avenue Félix Faure;Avant;1;5;
stop_point;22192;La Tour-Maubourg;C01378;8;access_point;50148171;Les Invalides Tombeau de l'Empereur - Musée de l'Armée;Arrière;4;5;
stop_point;463150;Concorde;C01371;1;access_point;50148175;Jardin des Tuileries;Avant;1;6;
stop_point;463081;Madeleine;C01382;12;access_point;50148176;Boulevard de la Madeleine;Milieu;3;5;
stop_point;463146;Chemin Vert;C01378;8;access_point;50148188;52 boulevard Beaumarchais;Arrière;5;5;
stop_point;463142;Charenton - Écoles;C01378;8;access_point;50148219;77 rue de Paris;Arrière;5;5;
stop_point;462970;Gare Saint-Lazare;C01383;13;access_point;50148491;2 rue d'Amsterdam;Milieu;3;5;
stop_point;22218;Gare Saint-Lazare;C01383;13;access_point;50148494;95 rue Saint-Lazare;Avant;1;5;
stop_point;462977;Garibaldi;C01383;13;access_point;50148503;Avenue Gabriel Péri;Arrière;5;5;
stop_point;463086;Mairie de Clichy;C01383;13;access_point;50148517;Hôpital Gouin;Avant;1;5;
stop_point;22234;Gabriel Péri;C01383;13;access_point;50148523;Gare routière;Arrière;4;5;
stop_point;463159;Châtelet;C01384;14;access_point;50148652;Place Marguerite de Navarre;Milieu;4;8;
stop_point;463159;Châtelet;C01384;14;access_point;50148652;Place Marguerite de Navarre;Avant;2;8;
stop_point;21958;Gare de Lyon;C01384;14;access_point;50148653;Place Louis Armand;Milieu;5;8;Ascenseur
stop_point;22214;École Vétérinaire de Maisons-Alfort;C01378;8;access_point;50148695;Musée Fragonard;Avant;2;5;
stop_point;21966;Châtelet;C01381;11;access_point;50148697;Théâtre du Châtelet;Avant;1;5;
stop_point;463112;Bibliothèque François Mitterrand;C01384;14;access_point;50148701;Face au 62 rue du Chevaleret;Arrière;6;8;Escalator
stop_point;462972;Gare Saint-Lazare;C01384;14;access_point;50148706;Rue Saint-Lazare;Arrière;6;8;
stop_point;21918;République;C01379;9;access_point;50148721;13 place de  la République;Avant;1;5;
stop_point;463082;Front Populaire;C01382;12;access_point;50148735;Place du Front Populaire;Arrière;4;5;
stop_point;463082;Front Populaire;C01382;12;access_point;50148737;Angle de la rue Léon Blum et de l'Avenue George Sand;Arrière;4;5;
stop_point;22154;Alésia;C01374;4;access_point;50148747;Place Victor et Hélène Basch;Avant;1;6;
stop_point;22186;Balard;C01378;8;access_point;50148757;Rue Louis Armand;Arrière;5;5;
stop_point;22399;Villejuif Léo Lagrange;C01377;7;access_point;50148837;Centre Commercial;Avant;2;5;Escalator
stop_point;463193;La Défense;C01371;1;access_point;50148843;Parvis de la Défense;Arrière;6;6;
stop_point;463057;Pointe du Lac;C01378;8;access_point;50148856;Route de Pompadour;Arrière;4;5;
stop_point;463208;Les Halles;C01374;4;access_point;50148872;Porte du Jour;Milieu;3;6;Escalator
stop_point;480541;Porte de Clichy;C01384;14;access_point;50148896;Bd Berthier;Avant;3;8;Escalator
stop_point;480531;Porte de Clichy;C01384;14;access_point;50148896;Bd Berthier;Arrière;8;8;Ascenseur
stop_point;463112;Bibliothèque François Mitterrand;C01384;14;access_point;50148911;Rue Goscinny;Avant;2;8;Escalator
stop_point;490762;Serge Gainsbourg;C01381;11;access_point;50149887;bd du Gén. Leclerc;Avant;2;5;Ascenseur
stop_point;490835;Chevilly-Larue? (Marché International?);C01384;14;access_point;50149939;r. du Languedoc;Avant;1;8;Ascenseur
stop_point;490789;Montreuil - Hôpital;C01381;11;access_point;50210358;bd de la Boissière;Arrière;5;5;Ascenseur
stop_point;473925;Auber;C01742;A;stop_point;21906;Havre-Caumartin;Avant;1;10;
stop_point;473921;Châtelet les Halles;C01374;4;stop_point;21959;Châtelet;Milieu;4;6;
stop_point;471102;Gare du Nord;C01743;B;stop_point;22119;La Chapelle;Milieu;4;8;
stop_point;473994;Denfert-Rochereau;C01743;B;stop_point;22158;Denfert-Rochereau;Milieu;4;8;
stop_point;471102;Gare du Nord;C01743;B;stop_point;41126;Magenta;Milieu;4;8;
stop_point;473990;Châtelet les Halles;C01374;4;stop_point;463159;Châtelet;Milieu;4;6;
stop_point;471102;Gare du Nord;C01743;B;stop_point;463182;Gare du Nord;Milieu;4;8;
stop_point;474062;Gare de Lyon;C01742;A;access_point;50147982;Rue de Bercy;Avant;1;10;
stop_point;473936;La Défense;C01742;A;access_point;50148546;Défense (rond-point de la Défense);Avant;1;10;
stop_point;473973;Bry-sur-Marne;C01742;A;access_point;50148595;Gallieni (boulevard);Arrière;8;10;
stop_point;474064;Marne-la-Vallée Chessy;C01742;A;access_point;50148603;Lieu-dit Le Galmy;Avant;4;10;
stop_point;473969;Bourg-la-Reine;C01743;B;access_point;50148620;11 rue René Roeckel;Arrière;8;8;
stop_point;473953;Fontenay-aux-Roses;C01743;B;access_point;50148624;8 rue Felix Pecaut;Arrière;8;8;
stop_point;474027;Parc de Sceaux;C01743;B;access_point;50148628;Avenue de la Duchesse du Maine;Avant;1;8;
stop_point;22049;Rennes;C01382;12;access_point;50148441;Terre-plein face au 78 boulevard Raspail;Avant;1;5;
stop_point;463311;Solférino;C01382;12;access_point;50148448;223 Boulevard Saint-Germain;Avant;1;5;
stop_point;22230;Gaîté;C01383;13;access_point;50148482;73 avenue du Maine;Avant;1;5;
stop_point;462970;Gare Saint-Lazare;C01383;13;access_point;50148492;11-13 place du Havre;Milieu;3;5;
stop_point;462952;Guy Môquet;C01383;13;access_point;50148497;86 avenue de Saint-Ouen;Avant;1;5;
stop_point;22243;Mairie de Saint-Ouen;C01383;13;access_point;50148508;Place de la République;Avant;1;5;
stop_point;462978;Brochant;C01383;13;access_point;50148512;Marché des Batignolles;Avant;1;5;
stop_point;22234;Gabriel Péri;C01383;13;access_point;50148521;56 avenue Gabriel Péri;Avant;2;5;Escalator
stop_point;463043;Charles de Gaulle - Etoile;C01372;2;access_point;50148553;6 avenue Carnot;Milieu;3;5;
stop_point;463046;Gare de Lyon;C01384;14;access_point;50148567;Chalon (rue, vers la rue Chalon : Salle T.G.V.);Milieu;4;8;Ascenseur
stop_point;22214;École Vétérinaire de Maisons-Alfort;C01378;8;access_point;50148694;Avenue du General Leclerc;Avant;2;5;
stop_point;22083;Gare de Lyon;C01371;1;access_point;50148698;Face au 201 rue de Bercy;Arrière;5;6;
stop_point;463043;Charles de Gaulle - Etoile;C01372;2;access_point;50148764;Avenue Hoche;Milieu;3;5;
stop_point;463288;Quai de la Gare;C01376;6;access_point;50148821;Avenue de France;Milieu;3;5;Ascenseur
stop_point;463074;Jaurès;C01387;7B;access_point;50148876;Avenue Secrétan;Arrière;3;3;
stop_point;22219;Porte de Clichy;C01383;13;access_point;50148896;Bd Berthier;Avant;2;5;
stop_point;21955;Bibliothèque François Mitterrand;C01384;14;access_point;50148909;Bibliothèque François Mitterrand;Arrière;7;8;Escalator
stop_point;483900;Aimé Césaire;C01382;12;access_point;50149328;rue de la Commune;Avant;1;5;
stop_point;490766;Montreuil - Hôpital;C01381;11;access_point;50149892;bd de la Boissière;Avant;1;5;Ascenseur
stop_point;490766;Montreuil - Hôpital;C01381;11;access_point;50149892;bd de la Boissière;Arrière;4;5;Ascenseur
stop_point;490791;La Dhuys;C01381;11;access_point;50149896;r. de la Dhuys;Avant;2;5;Ascenseur
stop_point;490841;Maison Blanche;C01384;14;access_point;50149930;r. Tagore;Milieu;5;8;Escalier
stop_point;490841;Maison Blanche;C01384;14;access_point;50149931;r. de la Vistule;Arrière;6;8;Escalier
stop_point;490841;Maison Blanche;C01384;14;access_point;50149932;r. Bourgon;Arrière;7;8;Escalator
stop_point;490852;Thiais - Orly? (Pont de Rungis?);C01384;14;access_point;50149941;Entrée / Sortie;Arrière;7;8;Escalier
stop_point;490852;Thiais - Orly? (Pont de Rungis?);C01384;14;access_point;50149941;Entrée / Sortie;Avant;3;8;Ascenseur
stop_point;490833;Thiais - Orly? (Pont de Rungis?);C01384;14;access_point;50149942;Entrée / Sortie;Milieu;4;8;Escalator
stop_point;490794;Saint-Denis - Pleyel;C01384;14;access_point;50149984;23 rue Pleyel;Avant;2;8;Escalator
stop_point;490794;Saint-Denis - Pleyel;C01384;14;access_point;50149984;23 rue Pleyel;Arrière;6;8;Escalator
stop_point;462961;République;C01375;5;stop_point;21902;République;Milieu;3;5;
stop_point;462962;République;C01378;8;stop_point;21903;République;Milieu;3;5;
stop_point;22199;République;C01378;8;stop_point;21918;République;Milieu;3;5;
stop_point;21950;Gambetta;C01373;3;stop_point;21945;Gambetta;Avant;1;5;
stop_point;463197;Gare de Lyon;C01371;1;stop_point;21958;Gare de Lyon;Milieu;3;6;
stop_point;462970;Gare Saint-Lazare;C01383;13;stop_point;21964;Saint-Lazare;Milieu;3;5;Escalator
stop_point;22145;Odéon;C01374;4;stop_point;21978;Odéon;Avant;1;6;Escalator
stop_point;463000;Bastille;C01378;8;stop_point;22010;Bastille;Avant;1;5;
stop_point;22089;Bastille;C01371;1;stop_point;22010;Bastille;Milieu;3;6;
stop_point;462954;Gare Montparnasse;C01383;13;stop_point;22038;Montparnasse-Bienvenue;Avant;1;5;
stop_point;21959;Châtelet;C01384;14;stop_point;22087;Châtelet;Avant;3;8;
stop_point;463013;Charles de Gaulle - Etoile;C01371;1;stop_point;22094;Charles de Gaulle-Etoile;Milieu;3;6;
stop_point;22085;Concorde;C01371;1;stop_point;22096;Concorde;Arrière;6;6;
stop_point;22057;Concorde;C01382;12;stop_point;22096;Concorde;Avant;1;5;
stop_point;462987;Villiers;C01373;3;stop_point;22106;Villiers;Arrière;5;5;
stop_point;22129;Place de Clichy;C01383;13;stop_point;22115;Place de Clichy;Arrière;5;5;
stop_point;463110;Belleville;C01381;11;stop_point;22128;Belleville;Arrière;4;5;
stop_point;463312;Strasbourg - Saint-Denis;C01378;8;stop_point;22134;Strasbourg-Saint-Denis;Arrière;5;5;
stop_point;463291;Raspail;C01374;4;stop_point;22155;Raspail;Avant;1;6;
stop_point;463168;Daumesnil;C01378;8;stop_point;22181;Daumesnil (Félix Eboué);Avant;1;5;
stop_point;463199;Invalides;C01378;8;stop_point;22185;Invalides;Arrière;4;5;
stop_point;22193;Invalides;C01378;8;stop_point;22185;Invalides;Arrière;5;5;
stop_point;462963;République;C01379;9;stop_point;22199;République;Milieu;3;5;
stop_point;22219;Porte de Clichy;C01383;13;stop_point;41009;Porte de Clichy;Arrière;5;5;
stop_point;21964;Gare Saint-Lazare;C01382;12;stop_point;41127;Haussmann Saint-Lazare;Milieu;3;5;
stop_point;21963;Gare Saint-Lazare;C01373;3;stop_point;41127;Haussmann Saint-Lazare;Milieu;3;5;
stop_point;22185;Invalides;C01383;13;stop_point;41208;Invalides;Arrière;4;5;
stop_point;21981;Gare d'Austerlitz;C01375;5;stop_point;41333;Gare d'Austerlitz;Avant;1;5;
stop_point;463197;Gare de Lyon;C01371;1;stop_point;41396;Gare de Lyon;Milieu;3;6;
stop_point;21958;Gare de Lyon;C01384;14;stop_point;41396;Gare de Lyon;Arrière;6;8;Ascenseur
stop_point;462948;Pasteur;C01376;6;stop_point;462947;Pasteur;Avant;1;5;
stop_point;462962;République;C01378;8;stop_point;462960;République;Milieu;3;5;
stop_point;21902;République;C01373;3;stop_point;462963;République;Arrière;5;5;
stop_point;21964;Gare Saint-Lazare;C01382;12;stop_point;462970;Saint-Lazare;Avant;1;5;
stop_point;462995;Odéon;C01374;4;stop_point;462998;Odéon;Arrière;6;6;
stop_point;463058;Grands Boulevards;C01378;8;stop_point;463049;Grands Boulevards;Avant;1;5;
stop_point;22018;Réaumur - Sébastopol;C01373;3;stop_point;463072;Réaumur-Sébastopol;Arrière;5;5;
stop_point;463160;Châtelet;C01371;1;stop_point;463079;Châtelet;Arrière;6;6;
stop_point;463064;Madeleine;C01384;14;stop_point;463081;Madeleine;Avant;3;8;
stop_point;21957;Bercy;C01384;14;stop_point;463128;Bercy;Avant;3;8;Escalator
stop_point;463115;Bonne Nouvelle;C01378;8;stop_point;463133;Bonne Nouvelle;Arrière;5;5;
stop_point;463198;Invalides;C01383;13;stop_point;463199;Invalides;Milieu;3;5;
stop_point;480541;Porte de Clichy;C01384;14;stop_point;463278;Porte de Clichy;Avant;3;8;
stop_point;22375;Pyramides;C01377;7;stop_point;463284;Pyramides;Arrière;5;5;
